Model,Layer,Dataset,Index,Label,Pred_M,Pred_SoM,Pred_hG,Correct_M,Correct_SoM,Correct_hG
Llama-3.1-8B,16,piqa,782,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,783,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,784,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,785,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,786,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,787,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,788,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,789,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,790,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,791,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,792,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,793,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,794,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,795,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,796,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,797,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,798,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,799,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,800,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,801,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,802,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,803,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,804,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,805,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,806,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,807,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,808,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,809,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,810,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,811,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,812,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,813,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,814,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,815,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,816,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,817,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,818,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,819,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,820,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,821,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,822,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,823,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,824,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,825,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,826,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,827,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,828,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,829,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,830,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,831,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,832,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,833,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,834,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,835,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,836,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,837,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,838,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,839,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,840,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,841,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,842,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,843,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,844,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,845,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,846,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,847,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,848,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,849,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,850,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,851,0,1,0,0,0,1,1
Llama-3.1-8B,16,piqa,852,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,853,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,854,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,855,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,856,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,857,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,858,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,859,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,860,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,861,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,862,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,863,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,864,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,865,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,866,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,867,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,868,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,869,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,870,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,871,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,872,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,873,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,874,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,875,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,876,0,1,0,0,0,1,1
Llama-3.1-8B,16,piqa,877,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,878,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,879,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,880,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,881,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,882,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,883,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,884,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,885,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,886,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,887,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,888,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,889,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,890,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,891,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,892,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,893,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,894,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,895,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,896,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,897,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,898,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,899,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,900,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,901,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,902,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,903,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,904,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,905,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,906,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,907,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,908,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,909,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,910,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,911,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,912,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,913,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,914,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,915,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,916,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,917,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,918,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,919,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,920,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,921,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,922,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,923,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,924,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,925,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,926,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,927,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,928,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,929,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,930,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,931,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,932,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,933,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,934,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,935,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,936,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,937,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,938,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,939,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,940,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,941,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,942,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,943,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,944,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,945,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,946,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,947,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,948,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,949,0,1,1,1,0,0,0
Llama-3.1-8B,16,piqa,950,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,951,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,952,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,953,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,954,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,955,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,956,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,957,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,958,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,959,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,960,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,961,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,962,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,963,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,964,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,965,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,966,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,967,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,968,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,969,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,970,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,971,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,972,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,973,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,974,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,975,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,976,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,977,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,978,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,979,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,980,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,981,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,982,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,983,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,984,1,0,1,1,0,1,1
Llama-3.1-8B,16,piqa,985,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,986,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,987,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,988,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,989,1,1,1,1,1,1,1
Llama-3.1-8B,16,piqa,990,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,991,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,992,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,993,1,1,0,0,1,0,0
Llama-3.1-8B,16,piqa,994,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,995,0,0,1,1,1,0,0
Llama-3.1-8B,16,piqa,996,1,0,0,0,0,0,0
Llama-3.1-8B,16,piqa,997,0,1,0,0,0,1,1
Llama-3.1-8B,16,piqa,998,0,0,0,0,1,1,1
Llama-3.1-8B,16,piqa,999,0,0,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,0,3,2,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,1,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,2,2,2,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,3,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,4,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,5,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,6,2,1,2,2,0,1,1
Llama-3.1-8B,16,hellaswag,7,0,3,0,0,0,1,1
Llama-3.1-8B,16,hellaswag,8,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,9,1,1,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,10,3,3,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,11,3,0,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,12,2,1,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,13,2,3,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,14,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,15,3,1,3,3,0,1,1
Llama-3.1-8B,16,hellaswag,16,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,17,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,18,1,1,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,19,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,20,1,0,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,21,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,22,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,23,3,3,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,24,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,25,3,1,3,3,0,1,1
Llama-3.1-8B,16,hellaswag,26,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,27,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,28,1,1,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,29,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,30,1,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,31,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,32,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,33,2,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,34,0,1,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,35,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,36,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,37,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,38,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,39,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,40,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,41,2,2,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,42,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,43,2,2,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,44,0,0,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,45,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,46,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,47,0,0,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,48,3,2,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,49,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,50,2,0,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,51,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,52,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,53,3,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,54,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,55,1,0,1,1,0,1,1
Llama-3.1-8B,16,hellaswag,56,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,57,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,58,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,59,1,3,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,60,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,61,1,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,62,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,63,1,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,64,3,2,3,3,0,1,1
Llama-3.1-8B,16,hellaswag,65,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,66,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,67,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,68,0,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,69,0,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,70,2,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,71,2,3,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,72,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,73,1,1,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,74,3,3,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,75,2,0,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,76,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,77,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,78,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,79,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,80,3,0,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,81,3,3,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,82,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,83,1,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,84,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,85,1,1,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,86,1,1,2,1,1,0,1
Llama-3.1-8B,16,hellaswag,87,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,88,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,89,2,3,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,90,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,91,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,92,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,93,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,94,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,95,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,96,0,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,97,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,98,1,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,99,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,100,0,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,101,2,1,2,2,0,1,1
Llama-3.1-8B,16,hellaswag,102,3,0,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,103,2,3,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,104,1,1,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,105,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,106,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,107,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,108,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,109,3,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,110,2,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,111,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,112,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,113,3,3,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,114,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,115,0,0,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,116,1,1,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,117,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,118,2,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,119,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,120,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,121,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,122,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,123,0,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,124,2,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,125,2,1,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,126,3,3,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,127,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,128,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,129,1,1,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,130,1,3,1,1,0,1,1
Llama-3.1-8B,16,hellaswag,131,0,3,0,0,0,1,1
Llama-3.1-8B,16,hellaswag,132,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,133,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,134,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,135,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,136,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,137,0,0,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,138,0,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,139,0,2,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,140,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,141,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,142,2,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,143,3,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,144,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,145,3,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,146,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,147,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,148,1,0,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,149,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,150,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,151,3,1,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,152,3,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,153,0,3,0,0,0,1,1
Llama-3.1-8B,16,hellaswag,154,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,155,0,3,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,156,1,1,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,157,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,158,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,159,2,2,0,0,1,0,0
Llama-3.1-8B,16,hellaswag,160,2,0,2,2,0,1,1
Llama-3.1-8B,16,hellaswag,161,2,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,162,1,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,163,1,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,164,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,165,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,166,3,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,167,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,168,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,169,2,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,170,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,171,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,172,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,173,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,174,1,1,1,1,1,1,1
Llama-3.1-8B,16,hellaswag,175,0,1,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,176,3,3,2,2,1,0,0
Llama-3.1-8B,16,hellaswag,177,3,2,1,1,0,0,0
Llama-3.1-8B,16,hellaswag,178,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,179,2,2,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,180,2,2,2,2,1,1,1
Llama-3.1-8B,16,hellaswag,181,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,182,0,0,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,183,1,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,184,0,0,1,1,1,0,0
Llama-3.1-8B,16,hellaswag,185,2,2,3,3,1,0,0
Llama-3.1-8B,16,hellaswag,186,0,2,2,2,0,0,0
Llama-3.1-8B,16,hellaswag,187,3,0,0,0,0,0,0
Llama-3.1-8B,16,hellaswag,188,3,3,3,3,1,1,1
Llama-3.1-8B,16,hellaswag,189,0,0,0,0,1,1,1
Llama-3.1-8B,16,hellaswag,190,0,3,3,3,0,0,0
Llama-3.1-8B,16,hellaswag,191,0,0,0,0,1,1,1
